waktu,filtering,tweets,polarity_score,polarity
2022-06-03 10:36:03,"['kelas', 'ramai', 'sekolah', 'bakalanpas', 'acara', 'kelas', 'janji', 'plus', 'sambat', 'sxexxa']",kelas ramai sekolah bakalanpas acara kelas janji plus sambat sxexxa,0,1
2022-06-03 10:34:05,"['bsolo', 'asmara', 'rubung', 'laler', 'iya', 'hehehehencepake', 'seblak', 'wae', 'wush', 'wush', 'njkt', 'ajek', 'axexxa']",bsolo asmara rubung laler iya hehehehencepake seblak wae wush wush njkt ajek axexxa,-2,0
2022-06-03 10:30:34,"['bpada', 'rabu', 'tanggal', 'juni', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'polsekxexxa']",bpada rabu tanggal juni pkl wib sd selesai laksana giat patroli gabung polsekxexxa,-5,0
2022-06-03 10:29:36,"['jaga', 'jarak', 'ppkm', 'yaa']",jaga jarak ppkm yaa,-1,0
2022-06-03 10:19:29,"['bbabinsa', 'sampang', 'operasi', 'ppkm', 'level', 'wilayah', 'bina', 'selamat']",bbabinsa sampang operasi ppkm level wilayah bina selamat,6,1
2022-06-03 10:12:52,"['breview', 'utbk', 'terakhirxfxfxxntps', 'nyata cinta', 'ntka', 'nyata cinta', 'nasli']",breview utbk terakhirxfxfxxntps nyata cinta ntka nyata cinta nasli,0,1
2022-06-03 10:00:13,"['ppkm', 'iya', 'neng']",ppkm iya neng,4,1
2022-06-03 09:54:56,"['bri', 'rencana', 'perintah', 'sekarangnsedang', 'timbang', 'cabut', 'ppkm', 'perlunmenilik', 'bijak', 'inixexxa']",bri rencana perintah sekarangnsedang timbang cabut ppkm perlunmenilik bijak inixexxa,-8,0
2022-06-03 09:47:22,"['bdengan', 'daerah', 'status', 'ppkm', 'level', 'puan', 'maharani', 'harap', 'longgar', 'mendoroxexxa']",bdengan daerah status ppkm level puan maharani harap longgar mendoroxexxa,3,1
2022-06-03 09:45:07,"['patuh', 'protokol', 'sehat', 'bisnis', 'alat', 'sehat', 'antigen', 'vaksin', 'sebagxexxa']",patuh protokol sehat bisnis alat sehat antigen vaksin sebagxexxa,6,1
2022-06-03 09:15:02,"['btransisi', 'endemi', 'satgas', 'covid', 'ppkm']",btransisi endemi satgas covid ppkm,-5,0
2022-06-03 09:03:14,"['bmembatasi', 'mobilitas', 'mantap', 'psbb', 'ppkm', 'jaman', 'omicron', 'mantap', 'kota', 'jakarta', 'sexexxa']",bmembatasi mobilitas mantap psbb ppkm jaman omicron mantap kota jakarta sexexxa,7,1
2022-06-03 09:02:34,"['bkuis', 'ppkm', 'adu', 'otak', 'politik', 'muda', 'vs', 'mahasiswa', 'unggul']",bkuis ppkm adu otak politik muda vs mahasiswa unggul,-6,0
2022-06-03 08:47:23,"['diskes', 'pekanbaru', 'ganjal', 'ppkm', 'level']",diskes pekanbaru ganjal ppkm level,-3,0
2022-06-03 08:43:12,"['bdiskes', 'pekanbaru', 'ganjal', 'ppkm', 'level']",bdiskes pekanbaru ganjal ppkm level,-3,0
2022-06-03 08:40:37,"['radar', 'polusi', 'udara', 'pik', 'san', 'antonio', 'kelapa', 'gading', 'mayor', 'bogor', 'sxexxa']",radar polusi udara pik san antonio kelapa gading mayor bogor sxexxa,-8,0
2022-06-03 08:16:17,"['banies', 'bawa', 'dampak', 'positif', 'unt', 'polusi', 'udara', 'perintah', 'pusat', 'bgtu', 'tanggal', 'pempus', 'kxexxa']",banies bawa dampak positif unt polusi udara perintah pusat bgtu tanggal pempus kxexxa,-10,0
2022-06-03 08:11:01,"['bhadir', 'boss', 'mega', 'win', 'jackpot', 'juta', 'rupiah', 'menang', 'extra', 'andxexxa']",bhadir boss mega win jackpot juta rupiah menang extra andxexxa,1,1
2022-06-03 08:04:54,"['bjumat', 'tanggal', 'juni', 'xcxawibxcxa', 'sd', 'selesai', 'sertu', 'heryawan', 'laksana', 'giatxcxa', 'patroli', 'gabung', 'aixexxa']",bjumat tanggal juni xcxawibxcxa sd selesai sertu heryawan laksana giatxcxa patroli gabung aixexxa,-5,0
2022-06-03 08:02:40,"['bsudah', 'pah', 'dok', 'biar', 'merdeka', 'ppkm', 'takut', 'nakuti', 'masyarxexxa']",bsudah pah dok biar merdeka ppkm takut nakuti masyarxexxa,1,1
2022-06-03 07:44:04,"['bkamis', 'tanggal', 'juni', 'pkl', 'wibxcxa', 'sd', 'selesai', 'sertu', 'rohmad', 'laksana', 'giatxcxa', 'patroli', 'gabung', 'aiptu', 'buxexxa']",bkamis tanggal juni pkl wibxcxa sd selesai sertu rohmad laksana giatxcxa patroli gabung aiptu buxexxa,-5,0
2022-06-03 07:41:13,"['ppkm', 'nderr', 'gencer', 'sosialisasi', 'skincare']",ppkm nderr gencer sosialisasi skincare,0,1
2022-06-03 07:40:08,"['melek', 'skincare', 'polusi', 'ppkm', 'waktu', 'wfo', 'pxexxa']",melek skincare polusi ppkm waktu wfo pxexxa,-4,0
2022-06-03 07:25:59,"['nyolong', 'momentnya', 'duluan', 'management', 'hotel', 'sadar', 'kadang', 'murah', 'nder', 'kaya', 'pas', 'taunxexxa']",nyolong momentnya duluan management hotel sadar kadang murah nder kaya pas taunxexxa,5,1
2022-06-03 07:15:36,"['selagi', 'ppkm', 'suami', 'kerjatante', 'jalan', 'cari', 'kekarn', 'nast', 'nallstyle']",selagi ppkm suami kerjatante jalan cari kekarn nast nallstyle,-5,0
2022-06-03 07:10:24,"['bkaranganyar', 'jumat', 'juni', 'babinsa', 'koramil', 'jatipuro', 'sertu', 'sutarno', 'sertu', 'budi', 'cahyo', 'satpol', 'ppxexxa']",bkaranganyar jumat juni babinsa koramil jatipuro sertu sutarno sertu budi cahyo satpol ppxexxa,2,1
2022-06-03 07:07:56,"['suisse', 'milik', 'gegabah', 'bikin', 'istilah', 'olah', 'bangsa', 'beradaxexxa']",suisse milik gegabah bikin istilah olah bangsa beradaxexxa,-4,0
2022-06-03 07:00:40,"['bkaranganyar', 'jumat', 'juni', 'serda', 'said', 'budiono', 'anggota', 'koramil', 'matesih', 'laksana', 'patroli', 'ppkm', 'level', 'dxexxa']",bkaranganyar jumat juni serda said budiono anggota koramil matesih laksana patroli ppkm level dxexxa,1,1
2022-06-03 06:59:26,"['bpelaksanaan', 'yustisi', 'rangka', 'ppkm', 'level', 'operasi', 'konjitensi', 'aman', 'nusa', 'ii', 'toba', 'pasar', 'simpang', 'lixexxa']",bpelaksanaan yustisi rangka ppkm level operasi konjitensi aman nusa ii toba pasar simpang lixexxa,-3,0
2022-06-03 06:49:31,"['bmasih', 'ppkm', 'level', 'konser', 'musik', 'buka', 'bandung', 'barat', 'cimahi']",bmasih ppkm level konser musik buka bandung barat cimahi,1,1
2022-06-03 06:29:09,"['bbabinsa', 'gandek', 'laksana', 'ppkm', 'masker', 'warga', 'wilayah', 'binaannnnnxexxa']",bbabinsa gandek laksana ppkm masker warga wilayah binaannnnnxexxa,0,1
2022-06-03 06:21:33,"['kayak', 'yaa', 'ppkm', 'kaya']",kayak yaa ppkm kaya,-3,0
2022-06-03 06:21:08,"['bkukar', 'jajar', 'polres', 'kuta', 'kartanegara', 'bantu', 'sosial', 'bansos', 'upa', 'beras', 'masyarakat', 'yanxexxa']",bkukar jajar polres kuta kartanegara bantu sosial bansos upa beras masyarakat yanxexxa,5,1
2022-06-03 06:20:40,"['bkukar', 'xexx', 'personel', 'jajar', 'polres', 'kukar', 'giat', 'ppkm', 'level', 'laksana', 'giat', 'terap', 'disiplin', 'penexexxa']",bkukar xexx personel jajar polres kukar giat ppkm level laksana giat terap disiplin penexexxa,3,1
2022-06-03 06:12:33,"['pacar', 'jarak', 'kostan', 'rumah', 'but', 'pandemi', 'ketemuxexxa']",pacar jarak kostan rumah but pandemi ketemuxexxa,-6,0
2022-06-03 06:12:32,"['gara', 'ppkm', 'covid']",gara ppkm covid,-4,0
2022-06-03 06:05:27,"['sugeng', 'siang', 'wali', 'maaf', 'ijin', 'untuj', 'koridor', 'jl', 'kaligarang', 'jembatan', 'malxexxa']",sugeng siang wali maaf ijin untuj koridor jl kaligarang jembatan malxexxa,-5,0
2022-06-03 06:03:48,"['bbelakangan', 'trend', 'covid', 'indonesia', 'cenderung', 'landai', 'perintah', 'transisi', 'endemi', 'laluxexxa']",bbelakangan trend covid indonesia cenderung landai perintah transisi endemi laluxexxa,-7,0
2022-06-03 06:01:02,"['btransjakarta', 'sahabat', 'tije', 'senin', 'april', 'layan', 'transjakarta', 'sesuai', 'jam', 'operasional', 'ppkm', 'levxexxa']",btransjakarta sahabat tije senin april layan transjakarta sesuai jam operasional ppkm levxexxa,3,1
2022-06-03 05:57:18,"['bmendes', 'pdtt', 'abdul', 'halim', 'iskandar', 'bangga', 'dekan', 'fkui', 'jajar', 'jajar', 'penxexxa']",bmendes pdtt abdul halim iskandar bangga dekan fkui jajar jajar penxexxa,3,1
2022-06-03 05:39:53,"['bkaranganyar', 'serka', 'medi', 'triwibowo', 'anggota', 'koramil', 'tasikmadu', 'laksana', 'patroli', 'ppkm', 'level', 'pasaxexxa']",bkaranganyar serka medi triwibowo anggota koramil tasikmadu laksana patroli ppkm level pasaxexxa,-1,0
2022-06-03 05:32:20,"['bkaranganyar', 'sertu', 'suparman', 'anggota', 'koramil', 'tsm', 'laksana', 'patroli', 'ppkm', 'level', 'pasar', 'papah', 'dexexxa']",bkaranganyar sertu suparman anggota koramil tsm laksana patroli ppkm level pasar papah dexexxa,-1,0
2022-06-03 05:29:00,"['bjuru', 'bicara', 'perintah', 'tangan', 'covid', 'nasional', 'bijak', 'ppkm', 'terap', 'indonesia', 'statxexxa']",bjuru bicara perintah tangan covid nasional bijak ppkm terap indonesia statxexxa,0,1
2022-06-03 05:26:35,"['bri', 'semangat', 'semangat', 'semangat', 'buuu', 'rencana', 'cabut', 'ppkm']",bri semangat semangat semangat buuu rencana cabut ppkm,2,1
2022-06-03 05:18:40,"['bbabinsa', 'gandek', 'laksana', 'ppkm', 'masker', 'warga', 'wilayah', 'binaannn']",bbabinsa gandek laksana ppkm masker warga wilayah binaannn,0,1
2022-06-03 05:07:51,"['bsurakartapada', 'jumat', 'tanggal', 'juni', 'sd', 'selesai', 'babinsa', 'punggawan', 'koramil', 'banjarsari', 'serka', 'junxexxa']",bsurakartapada jumat tanggal juni sd selesai babinsa punggawan koramil banjarsari serka junxexxa,0,1
2022-06-03 04:54:33,"['bjubir', 'satgas', 'covid', 'tunggu', 'putus', 'who', 'henti', 'penerapanxcxappkm']",bjubir satgas covid tunggu putus who henti penerapanxcxappkm,-7,0
2022-06-03 04:53:22,"['waktu', 'ppkm', 'kemarin', 'worth', 'banget', 'bebas', 'antri', 'bebas', 'duduk', 'waktu', 'tempuh', 'cepat', 'jalan', 'maxexxa']",waktu ppkm kemarin worth banget bebas antri bebas duduk waktu tempuh cepat jalan maxexxa,-8,0
2022-06-03 04:52:15,"['salahin', 'perintah', 'nurunin', 'level', 'ppkm', 'jakarta', 'xfxfxfxxfxfxfxbbxexxdxexxxefxbxf']",salahin perintah nurunin level ppkm jakarta xfxfxfxxfxfxfxbbxexxdxexxxefxbxf,0,1
2022-06-03 04:50:07,"['bsurakarta', 'jumat', 'tanggal', 'babinsa', 'koramil', 'jebres', 'kodim', 'surakarta', 'lindung masyarakat', 'melaxexxa']",bsurakarta jumat tanggal babinsa koramil jebres kodim surakarta lindung masyarakat melaxexxa,-2,0
2022-06-03 04:47:47,"['bgiat', 'ppkm', 'skala', 'mikro', 'satlantas', 'polres', 'oku', 'selatan']",bgiat ppkm skala mikro satlantas polres oku selatan,-3,0
2022-06-03 04:41:49,"['bsurakarta', 'jumat', 'tanggal', 'juni', 'wib', 'babinsa', 'koramil', 'bjs', 'kodim', 'ska', 'laksana', 'kegiatanxexxa']",bsurakarta jumat tanggal juni wib babinsa koramil bjs kodim ska laksana kegiatanxexxa,-2,0
2022-06-03 04:23:30,"['bsmoga', 'ppkm', 'negara', 'pergi', 'virus', 'hilang', 'indonesia', 'semangat', 'ibuk', 'puaxexxa']",bsmoga ppkm negara pergi virus hilang indonesia semangat ibuk puaxexxa,0,1
2022-06-03 04:22:50,"['bjumat', 'tanggal', 'juni', 'pkl', 'xcxawibxcxa', 'sd', 'selesai', 'sertu', 'heryawan', 'laksana', 'giatxcxa', 'patroli', 'gabung', 'aipxexxa']",bjumat tanggal juni pkl xcxawibxcxa sd selesai sertu heryawan laksana giatxcxa patroli gabung aipxexxa,-5,0
2022-06-03 04:18:05,"['pekanbaru', 'ganjal', 'ppkm', 'level', 'diskes']",pekanbaru ganjal ppkm level diskes,-3,0
2022-06-03 04:15:04,"['bpekanbaru', 'ganjal', 'ppkm', 'level', 'diskes']",bpekanbaru ganjal ppkm level diskes,-3,0
2022-06-03 04:14:57,"['mjb', 'pas', 'ppkm']",mjb pas ppkm,3,1
2022-06-03 04:06:06,"['hadir', 'halal', 'bihalal', 'ppkm', 'fkuinnnnharamainnnnxexxa']",hadir halal bihalal ppkm fkuinnnnharamainnnnxexxa,-1,0
2022-06-03 03:50:58,"['bkasus', 'covid', 'indonesia', 'cenderung', 'landai', 'perintah', 'transisi', 'endemik', 'ppxexxa']",bkasus covid indonesia cenderung landai perintah transisi endemik ppxexxa,-2,0
2022-06-03 03:41:35,"['bsatpol', 'pulang pergi', 'kabupaten', 'grobogan', 'patroli', 'awas', 'ppkm', 'level', 'protkes', 'kendali', 'covid', 'penertibanxexxa']",bsatpol pulang pergi kabupaten grobogan patroli awas ppkm level protkes kendali covid penertibanxexxa,3,1
2022-06-03 03:26:55,"['banggota', 'koramil', 'tanon', 'laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'ii', 'batas', 'mobilitas', 'pexexxa']",banggota koramil tanon laksana giat patroli rangka laksana ppkm level ii batas mobilitas pexexxa,-1,0
2022-06-03 03:16:03,"['banggota', 'koramil', 'kalijambe', 'laksana', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'ii', 'batas', 'mobilitas', 'perpxexxa']",banggota koramil kalijambe laksana patroli rangka laksana ppkm level ii batas mobilitas perpxexxa,-1,0
2022-06-03 03:03:24,"['banggota', 'koramil', 'masaran', 'laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'ii', 'batas', 'mobilitasxexxa']",banggota koramil masaran laksana giat patroli rangka laksana ppkm level ii batas mobilitasxexxa,-1,0
2022-06-03 02:59:05,"['suruh', 'bubar', 'nis', 'ppkm']",suruh bubar nis ppkm,-2,0
2022-06-03 02:58:46,"['bdhani', 'library', 'date', 'ledek', 'baca', 'buku', 'ruang', 'publik', 'bilang', 'pamer', 'sen', 'americano', 'diomongin', 'jadinn', 'kexexxa']",bdhani library date ledek baca buku ruang publik bilang pamer sen americano diomongin jadinn kexexxa,-4,0
2022-06-03 02:58:02,"['banggota', 'koramil', 'golong', 'laksana', 'giatxcxa', 'patroli', 'polsek', 'golong', 'rangkaxcxa', 'laksana', 'ppkm', 'levelxexxa']",banggota koramil golong laksana giatxcxa patroli polsek golong rangkaxcxa laksana ppkm levelxexxa,2,1
2022-06-03 02:50:50,"['bkegiatan', 'satgas', 'gempur', 'covid', 'kecpantai', 'cermin', 'sekat', 'terap', 'ppkm', 'level', 'yustisi', 'pencexexxa']",bkegiatan satgas gempur covid kecpantai cermin sekat terap ppkm level yustisi pencexexxa,-1,0
2022-06-03 02:49:57,"['jayki', 'xfxfxxad']",jayki xfxfxxad,0,1
2022-06-03 02:42:03,"['blibrary', 'date', 'ledek', 'baca', 'buku', 'ruang', 'publik', 'bilang', 'pamer', 'sen', 'americano', 'diomongin', 'jadixexxa']",blibrary date ledek baca buku ruang publik bilang pamer sen americano diomongin jadixexxa,-4,0
2022-06-03 02:27:39,"['bkasus', 'covid', 'kendali', 'ppkm', 'henti']",bkasus covid kendali ppkm henti,-4,0
2022-06-03 02:26:07,"['bpenerapan', 'batas', 'giat', 'masyarakat', 'ppkm', 'darurat', 'level', 'wilayah', 'hukum', 'polsek', 'kramatjati', 'jaktim']",bpenerapan batas giat masyarakat ppkm darurat level wilayah hukum polsek kramatjati jaktim,-6,0
2022-06-03 02:22:38,"['bpada', 'rabu', 'juni', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkmxexxa']",bpada rabu juni pkl wib sd selesai laksana giat patroli rangka laksana ppkmxexxa,4,1
2022-06-03 02:21:29,"['bpukul', 'xcxa', 'wibxcxa', 'sd', 'selesai', 'serka', 'joko', 'waliman', 'koramil', 'sukodono', 'laksana', 'giatxcxa', 'patroli', 'gabung', 'brxexxa']",bpukul xcxa wibxcxa sd selesai serka joko waliman koramil sukodono laksana giatxcxa patroli gabung brxexxa,-1,0
2022-06-03 02:19:58,"['bkasus', 'covid', 'kendali', 'ppkm', 'henti', 'nn']",bkasus covid kendali ppkm henti nn,-4,0
2022-06-03 02:17:57,"['landai', 'ppkm', 'dihentikannn']",landai ppkm dihentikannn,0,1
2022-06-03 02:11:42,"['ppkm', 'cap', 'cip', 'cup']",ppkm cap cip cup,0,1
2022-06-03 01:59:54,"['bsatgas', 'covid', 'ppkm']",bsatgas covid ppkm,0,1
2022-06-03 01:54:31,"['bubur', 'pakai', 'nasi', 'ppkm']",bubur pakai nasi ppkm,2,1
2022-06-03 01:45:32,"['bsatgas', 'ppkm', 'bentuk', 'kendali', 'covid', 'anjur', 'who']",bsatgas ppkm bentuk kendali covid anjur who,2,1
2022-06-03 01:15:49,"['ppkm', 'pelan', 'pelan', 'keinget']",ppkm pelan pelan keinget,-2,0
2022-06-03 01:09:41,"['bsetelah', 'ppkm', 'kereta', 'bebas', 'the', 'aof', 'nyempil', 'bangku', 'is', 'back', 'xexdxaxefxbxf']",bsetelah ppkm kereta bebas the aof nyempil bangku is back xexdxaxefxbxf,-8,0
2022-06-03 00:54:32,"['iya', 'ian', 'nemjun', 'jaga', 'jarak', 'kayak', 'ppkm', 'xfxfxaxa']",iya ian nemjun jaga jarak kayak ppkm xfxfxaxa,-4,0
2022-06-03 00:54:22,"['xfxfxxadxfxfxxadxfxfxxad', 'ppkm', 'njir', 'xfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxad', 'tenang', 'sayang', 'sadar']",xfxfxxadxfxfxxadxfxfxxad ppkm njir xfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxad tenang sayang sadar,2,1
2022-06-03 00:45:00,"['bkasus', 'landai', 'ppkm', 'dihentikannn']",bkasus landai ppkm dihentikannn,0,1
2022-06-03 00:38:03,"['ketawa', 'banget', 'jujurr', 'cepat sembuh', 'xfxfxxaaxfxfxfxbbxfxfxxaaxfxfxfxbbxfxfxxaaxfxfxfxbb', 'semangat', 'walu', 'ppkm']",ketawa banget jujurr cepat sembuh xfxfxxaaxfxfxfxbbxfxfxxaaxfxfxfxbbxfxfxxaaxfxfxfxbb semangat walu ppkm,7,1
2022-06-03 00:35:58,"['bwkwkw', 'pat', 'erti', 'ppkm']",bwkwkw pat erti ppkm,0,1
2022-06-03 00:26:03,"['bpendapatan', 'roket', 'persen', 'longgar', 'ppkm', 'rugi', 'cgv', 'indonesia', 'bltz', 'susut', 'miliar']",bpendapatan roket persen longgar ppkm rugi cgv indonesia bltz susut miliar,-1,0
2022-06-03 00:11:21,"['bpatroli', 'prokes', 'ppkm']",bpatroli prokes ppkm,0,1
2022-06-03 00:10:27,"['bselalulah', 'patuh', 'protokol', 'sehat', 'bisnis', 'alat', 'sehat', 'antigen', 'vaksin', 'sexexxa']",bselalulah patuh protokol sehat bisnis alat sehat antigen vaksin sexexxa,6,1
2022-06-02 23:47:20,"['iya', 'ppkm', 'atur', 'pakai', 'masker']",iya ppkm atur pakai masker,0,1
2022-06-02 23:32:30,"['ppkm', 'beres', 'rapat', 'dikit']",ppkm beres rapat dikit,-6,0
2022-06-02 23:30:00,"['bppkm', 'indonesiannbaca', 'lengkap', 'sin']",bppkm indonesiannbaca lengkap sin,-2,0
2022-06-02 22:47:59,"['bserma', 'rudi', 'anggota', 'koramil', 'karanganyar', 'anggota', 'satpol', 'pulang pergi', 'camat', 'karanganyar', 'laksana', 'giat', 'patroxexxa']",bserma rudi anggota koramil karanganyar anggota satpol pulang pergi camat karanganyar laksana giat patroxexxa,-6,0
2022-06-02 22:31:13,"['perintah', 'kabupaten', 'bandung', 'barat', 'kota', 'cimahi', 'izin', 'laksana', 'konser', 'ruang', 'masxexxa']",perintah kabupaten bandung barat kota cimahi izin laksana konser ruang masxexxa,-9,0
2022-06-02 22:29:50,"['oh', 'waktu', 'jalan', 'utama', 'soekarno', 'hatta', 'tutup', 'ppkm', 'mobil', 'plat', 'malangxexxa']",oh waktu jalan utama soekarno hatta tutup ppkm mobil plat malangxexxa,-1,0
2022-06-02 22:28:25,"['bpada', 'kamis', 'juni', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'polsek', 'sumberlxexxa']",bpada kamis juni pkl wib sd selesai laksana giat patroli gabung polsek sumberlxexxa,-1,0
2022-06-02 22:22:39,"['bkamis', 'tanggal', 'juni', 'pkl', 'wibxcxa', 'sd', 'selesai', 'sertu', 'rohmad', 'laksana', 'giatxcxa', 'patroli', 'gabung', 'aipda', 'raxexxa']",bkamis tanggal juni pkl wibxcxa sd selesai sertu rohmad laksana giatxcxa patroli gabung aipda raxexxa,-5,0
2022-06-02 22:12:59,"['bpemerintah', 'kabupaten', 'bandung', 'barat', 'kota', 'cimahi', 'izin', 'laksana', 'konser', 'ruang', 'saxexxa']",bpemerintah kabupaten bandung barat kota cimahi izin laksana konser ruang saxexxa,-9,0
2022-06-02 22:10:41,"['bdah', 'situ', 'nsoalnya', 'ppkm', 'corona', 'xfxfxxad', 'tidak bisa', 'kuliner', 'tahun', 'xfxfxxad']",bdah situ nsoalnya ppkm corona xfxfxxad tidak bisa kuliner tahun xfxfxxad,0,1
2022-06-02 22:09:30,"['mendes', 'pdtt', 'abdul', 'halim', 'iskandar', 'bangga', 'kedataxexxa']",mendes pdtt abdul halim iskandar bangga kedataxexxa,3,1
2022-06-02 22:09:08,"['hadir', 'halal', 'bihalal', 'ppkm', 'fkuinnnnharamainnxexxa']",hadir halal bihalal ppkm fkuinnnnharamainnxexxa,-1,0
2022-06-02 21:38:10,"['apdi', 'kabupaten', 'pasuruan', 'selenggara', 'ppkm', 'tpp', 'pasuruannnn']",apdi kabupaten pasuruan selenggara ppkm tpp pasuruannnn,3,1
2022-06-02 21:36:11,"['bapdi', 'kabupaten', 'pasuruan', 'selenggara', 'ppkm', 'tpp', 'pasuruannnnnxexxa']",bapdi kabupaten pasuruan selenggara ppkm tpp pasuruannnnnxexxa,3,1
2022-06-02 20:38:52,"['bo', 'ppkm']",bo ppkm,0,1
2022-06-02 18:47:19,"['psbb', 'berjilidjilid', 'ppkm', 'protokol', 'protokol', 'sehat', 'berjutajuta', 'dosis', 'vaksin', 'longgar', 'pexexxa']",psbb berjilidjilid ppkm protokol protokol sehat berjutajuta dosis vaksin longgar pexexxa,6,1
2022-06-02 18:44:04,"['ppkm', 'plonga', 'plongo', 'kaya', 'mneven']",ppkm plonga plongo kaya mneven,0,1
2022-06-02 18:42:58,"['bengong', 'tolong', 'temenan', 'biar', 'ppkm']",bengong tolong temenan biar ppkm,-4,0
2022-06-02 18:18:52,"['balhamdulillah', 'selesai', 'mesyuarat', 'agong', 'ppkm', 'cawangan', 'kota', 'anggerikantara', 'baris', 'ajk', 'sesi']",balhamdulillah selesai mesyuarat agong ppkm cawangan kota anggerikantara baris ajk sesi,1,1
2022-06-02 18:18:30,"['lucu', 'banget', 'sie', 'ppkm']",lucu banget sie ppkm,1,1
2022-06-02 18:02:14,"['blia', 'rilxexxa', 'mamah', 'pulang', 'indonesia', 'yannmamah', 'titip', 'jaga', 'lindung', 'milik', 'sexexxa']",blia rilxexxa mamah pulang indonesia yannmamah titip jaga lindung milik sexexxa,0,1
2022-06-02 17:57:05,"['nominologi', 'opdon', 'bantu', 'pakan', 'kucing', 'knxexxa']",nominologi opdon bantu pakan kucing knxexxa,-1,0
2022-06-02 17:35:49,"['bsatpol', 'pulang pergi', 'kabupaten', 'grobogan', 'patroli', 'awas', 'ppkm', 'level', 'protkes', 'kendali', 'covid', 'wilayah', 'kotxexxa']",bsatpol pulang pergi kabupaten grobogan patroli awas ppkm level protkes kendali covid wilayah kotxexxa,3,1
2022-06-02 17:28:27,"['btahun', 'jalan', 'relaksasi', 'ppkm', 'jakarta', 'ppg', 'hadir', 'pamer', 'luring', 'tampil', 'karya', 'xexxa']",btahun jalan relaksasi ppkm jakarta ppg hadir pamer luring tampil karya xexxa,-3,0
2022-06-02 17:11:52,"['bkamis', 'juni', 'pkl', 'sd', 'wib', 'wilkum', 'kalibawang', 'anggota', 'polsek', 'klb', 'pimpin', 'pawas', 'aiptu', 'asmiul', 'rxexxa']",bkamis juni pkl sd wib wilkum kalibawang anggota polsek klb pimpin pawas aiptu asmiul rxexxa,-3,0
